City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Hyderabad,3,"Nalagandla, Hyderabad",47000,2000 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Hyderabad,3,Rukmini Enclave Hyderabad,18000,1400 sqft,House,Unfurnished,North - East,Main Road,3,3,Bachelors/Family,Immediately
Hyderabad,3,"Sri Durga Harmony, Punjagutta, NH 9, Hyderabad",60000,1328 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Hyderabad,3,"Estella, Hitech City, Hyderabad",75000,2595 sqft,Flat,Semi-Furnished,,Main Road,3,2,Family,Immediately
Hyderabad,7,Bachupally Hyderabad,55000,4500 sqft,Villa,Furnished,North,Main Road,6,5,Bachelors/Family,Immediately
Hyderabad,3,"Banjara Hills, NH 9, Hyderabad",35000,1550 sqft,Flat,Semi-Furnished,North - East,Main Road,3,2,Bachelors/Family,Immediately
Hyderabad,3,"Green Park Colony, Saroornagar, NH 9 Hyderabad",25000,2400 sqft,House,Unfurnished,North,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Hyderabad,3,"Rethibowli, Mehdipatnam Hyderabad",50000,900 sqft,House,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Hyderabad,3,"My Home Mangala, Kondapur, Hyderabad",66000,1798 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors,Immediately
Hyderabad,3,"Padma Colony Kavadiguda, Hyderabad",42000,1750 sqft,Flat,Semi-Furnished,North - East,Main Road,3,2,Bachelors/Family,Immediately
Hyderabad,2,"Bandlaguda Jagir, Hyderabad",18000,900 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Hyderabad,3,"Akhila Residency, Kamalapuri Colony, Hyderabad",29000,1350 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Hyderabad,4,Vasavi Colony Kothapet Hyderabad,65000,2900 sqft,House,Furnished,East,"Garden/Park, Main Road",4,3,Bachelors,Immediately
Hyderabad,3,"Aspire Heights, Kavuri Hills Madhapur, Hyderabad",95000,1750 sqft,Flat,Furnished,North - East,Main Road,3,2,Bachelors,Immediately
Hyderabad,3,"Vishnu Vistara, Madhapur, Hyderabad",60000,1850 sqft,Flat,Semi-Furnished,North - East,Main Road,3,1,Bachelors/Family,Immediately
Hyderabad,3,"Prajay Megapolis, Hafeezpet, NH 9, Hyderabad",60000,1780 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Hyderabad,3,"Tellapur, Outer Ring Road Hyderabad",47000,2560 sqft,Villa,Semi-Furnished,East,Garden/Park,4,1,Bachelors/Family,Immediately
Hyderabad,3,Patancheruvu Hyderabad,30000,1412 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Hyderabad,3,"Venkatadri Vajras Abode, Kukatpally, NH 9, Hyderabad",45000,1523 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Hyderabad,2,Sainikpuri Hyderabad,15000,1400 sqft,House,Semi-Furnished,East,,2,1,Bachelors/Family,Immediately
Hyderabad,4,Yapral Hyderabad,45000,4000 sqft,Villa,Semi-Furnished,North,Garden/Park,4,2,Bachelors/Family,Immediately
Hyderabad,3,"SBC Pristine Place, Gajularamaram, Hyderabad",29000,1300 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Family,Immediately
Hyderabad,2,"Borabanda, Hyderabad",25000,1150 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Hyderabad,2,"Anand Nagar Colony Khairtabad, Hyderabad",20000,1900 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Hyderabad,3,Panchavati Colony New Bowenpally Hyderabad,35000,1600 sqft,Villa,Semi-Furnished,North,"Garden/Park, Main Road",4,,Family,Immediately
Hyderabad,1,"Tirumala Residency, Boduppal, NH 2 2, Hyderabad",14000,600 sqft,Flat,Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,3,"Mahindra Ashvita, Hitech City, Hyderabad",45000,1652 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Hyderabad,1,Gajularamaram Hyderabad,11000,900 sqft,House,Semi-Furnished,North,,1,1,Bachelors,Immediately
Hyderabad,2,Madhapur Hyderabad,27500,950 sqft,House,Semi-Furnished,North,,2,1,Bachelors,Immediately
Hyderabad,2,"Jain Srikar Auroville, Hitech City, Hyderabad",44000,1135 sqft,Flat,Semi-Furnished,,,2,2,Bachelors/Family,Immediately
Hyderabad,2,"Safilguda, Secunderabad, Hyderabad",50000,1170 sqft,Flat,Unfurnished,,,2,,Bachelors/Family,Immediately
Hyderabad,3,"Aparna Zenon, Sri Ram Nagar Colony Puppalguda, Hyderabad",75000,1982 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Hyderabad,2,"ASBL Springs, Pocharam, NH 2 2, Hyderabad",33000,1210 sqft,Flat,Furnished,West,"Main Road, Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Hyderabad,3,"Ramky One Harmony, Pragathi Nagar, Kukatpally, Hyderabad",45000,1585 sqft,Flat,Semi-Furnished,West,Garden/Park,4,3,Family,Immediately
Hyderabad,3,"Aparna Sarovar, Nalagandla, Hyderabad",47000,1500 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Hyderabad,2,Kalyan Nagar Erragadda Hyderabad,15000,750 sqft,House,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,2,"Deepthisri Nagar, NH 9, Hyderabad",22000,1200 sqft,Flat,Semi-Furnished,West,Garden/Park,2,3,Bachelors/Family,Immediately
Hyderabad,3,Humayun Nagar Hyderabad,23000,1350 sqft,House,Semi-Furnished,,,3,3,Bachelors/Family,Immediately
Hyderabad,3,Sainikpuri Hyderabad,30000,2000 sqft,House,Semi-Furnished,West,Main Road,3,3,Family,Immediately
Hyderabad,4,Kompally Hyderabad,40000,2600 sqft,Villa,Semi-Furnished,East,Main Road,4,2,Family,Immediately
Hyderabad,2,"Chanda Nagar, Hyderabad",18000,1100 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Hyderabad,1,"Sainikpuri, Hyderabad",4500,300 sqft,Flat,Semi-Furnished,East,,1,,Bachelors/Family,Immediately
Hyderabad,3,"Kismatpur, Outer Ring Road, Hyderabad",38000,1550 sqft,Flat,Furnished,,,3,2,Bachelors/Family,Immediately
Hyderabad,2,"Green Space Residency, Gajularamaram, Hyderabad",15000,1000 sqft,Flat,Unfurnished,,,2,2,Bachelors/Family,Immediately
Hyderabad,2,"Boduppal, NH 2 2 Hyderabad",15000,1200 sqft,House,Unfurnished,East,,2,2,Bachelors/Family,Immediately
Hyderabad,3,"Sri Ram Garden By Jains, Suchitra Road, Hyderabad",55000,2350 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Hyderabad,2,"Kakateeya Nagar, Secunderabad Hyderabad",18000,1200 sqft,House,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Hyderabad,3,"Frontline Seven, Kokapet, Outer Ring Road, Hyderabad",55000,1539 sqft,Flat,Furnished,North,,3,1,Family,Immediately
Hyderabad,3,"Vasavi Colony Kothapet, Hyderabad",30000,1750 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Hyderabad,2,"Sri Ram Nagar Kondapur, Hyderabad",40000,1450 sqft,Flat,Furnished,,Main Road,2,2,Bachelors,Immediately
Hyderabad,3,Begumpet Hyderabad,40000,1950 sqft,House,Semi-Furnished,North - East,Main Road,3,2,Bachelors/Family,Immediately
Hyderabad,3,Hyderabad,20000,1320 sqft,Flat,Semi-Furnished,East,,3,3,Bachelors,Immediately
Hyderabad,2,"Padmarao Nagar, Hyderabad-Karimnagar Highway Hyderabad",35000,1800 sqft,House,Unfurnished,East,,3,1,Bachelors,Immediately
Hyderabad,3,"JMR White Lotus, Toli Chowki, Hyderabad",1 Lac,2350 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",4,1,Bachelors,Immediately
Hyderabad,3,"Bharat Nagar Moosapet, Hyderabad",30000,1380 sqft,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors,Immediately
Hyderabad,2,"Gitanjali Apartment, Methodist Colony, Begumpet, Hyderabad",21000,1150 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Hyderabad,1,"Moinabad, Chevella Road Hyderabad",8000,342 sqft,House,Semi-Furnished,,,1,,Bachelors/Family,Immediately
Hyderabad,3,"Hitech City, Hyderabad",58000,1500 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Hyderabad,1,Attapur Hyderabad,9000,550 sqft,House,Unfurnished,,,1,,Bachelors/Family,Immediately
Hyderabad,3,"Koncept Ambience The Botanika Empress, Jayabheri Enclave, Hyderabad",96001,2500 sqft,Flat,Semi-Furnished,South,"Garden/Park, Main Road",3,2,Family,Immediately
Hyderabad,3,"Rajapushpa Provincia, Narsingi, Outer Ring Road, Hyderabad",90000,1631 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Hyderabad,3,"Nalagandla, Hyderabad",58000,1900 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,2,Bachelors/Family,Immediately
Hyderabad,3,"Aparna Sarovar Zicon, Nalagandla, Hyderabad",70000,1212 sqft,Flat,Semi-Furnished,North,Garden/Park,3,1,Bachelors,Immediately
Hyderabad,2,"Cybercity Rainbow Vistas, Hitech City, Hyderabad",35000,1250 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,From Feb '26
Hyderabad,2,"Narsinghi, Hyderabad",30000,1100 sqft,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors,Immediately
Hyderabad,3,"Lodha Bellezza, Hitech City, Hyderabad",1.5 Lac,3300 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Hyderabad,6,Jubilee Hills Hyderabad,5 Lac,10000 sqft,House,Semi-Furnished,North,"Pool, Garden/Park, Main Road",7,5,Bachelors,Immediately
Hyderabad,3,"Qualitas Serenity Park, Kokapet, Outer Ring Road, Hyderabad",55000,1400 sqft,Flat,Semi-Furnished,West,Garden/Park,3,3,Family,From Mar '26
Hyderabad,1,"Kondapur, Hyderabad",22000,680 sqft,Flat,Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,4,"Shree Kamla Luxurio 75 Residences, Kondapur, Hyderabad",1.1 Lac,3600 sqft,Flat,Furnished,West,Garden/Park,4,4,Family,Immediately
Hyderabad,5,"Kollur, Outer Ring Road Hyderabad",1.1 Lac,4030 sqft,Villa,Semi-Furnished,East,Main Road,7,2,Family,Immediately
Hyderabad,3,"Rajapushpa Regalia, Kokapet, Outer Ring Road, Hyderabad",70000,2600 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Hyderabad,3,"My Home Bhooja, Hitech City, Hyderabad",1.9 Lac,3430 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Hyderabad,3,"Jayabheri The Nirvana, Gachibowli, Hyderabad",70000,1700 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Hyderabad,3,"Whitefields, Hyderabad",85000,1990 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors,Immediately
Hyderabad,4,"L&T Serene County, Telecom Nagar Gachibowli, Hyderabad",65000,2300 sqft,Flat,Semi-Furnished,West,,4,2,Bachelors/Family,Immediately
Hyderabad,3,"Rajapushpa Provincia, Narsingi, Outer Ring Road, Hyderabad",55000,1236 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Hyderabad,3,"Jubilee Hills, Hyderabad",70000,2350 sqft,Flat,Furnished,North,Garden/Park,3,2,Bachelors,Immediately
Hyderabad,3,"Rajapushpa Provincia, Narsingi, Outer Ring Road, Hyderabad",70000,2335 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Hyderabad,3,"Jayabheri The Summit, Narsingi, Outer Ring Road, Hyderabad",75000,2050 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
Hyderabad,4,NN infra Front lake villas Hyderabad,1.2 Lac,3600 sqft,Villa,Semi-Furnished,East,"Pool, Garden/Park, Main Road",4,3,Bachelors/Family,Immediately
Hyderabad,1,"Kondapur, Hyderabad",24500,490 sqft,Flat,Furnished,,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,3,"SRI SAIRAM Towers, Hafeezpet, NH 9, Hyderabad",45000,2020 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Hyderabad,4,"Kollur, Outer Ring Road Hyderabad",65000,3600 sqft,Villa,Unfurnished,East,"Garden/Park, Pool",6,2,Bachelors,Immediately
Hyderabad,1,Old Nallakunta Hyderabad,8000,504 sqft,House,Unfurnished,North,Main Road,1,,Bachelors/Family,Immediately
Hyderabad,2,"Narayanguda, Hyderabad",25000,1200 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Hyderabad,4,"NCC Urban One, Narsingi, Outer Ring Road, Hyderabad",85000,3380 sqft,Flat,Semi-Furnished,West,Main Road,4,2,Bachelors,Immediately
Hyderabad,2,"Kondapur, Hyderabad",32000,1150 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Hyderabad,3,"Prestige Beverly Hills, Kokapet, Outer Ring Road, Hyderabad",70000,1796 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Hyderabad,3,"Indis Viva City, Kondapur, Hyderabad",70000,2567 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,2,Bachelors,From Feb '26
Hyderabad,3,"Aparna One, Shaikpet, Hyderabad",1.7 Lac,2876 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,From Feb '26
Hyderabad,3,"Cybercity Marina Skies, Hitech City, Hyderabad",55000,2000 sqft,Flat,Semi-Furnished,North,Garden/Park,3,1,Family,Immediately
Hyderabad,2,Shadnagar Hyderabad,15000,1000 sqft,House,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Hyderabad,4,"Manchirevula, Outer Ring Road Hyderabad",1.4 Lac,3894 sqft,Villa,Furnished,North,"Garden/Park, Main Road",5,2,Bachelors,Immediately
Hyderabad,3,"Aparna Sarovar Zicon, HUDA Layout Nalagandla, Hyderabad",60000,1895 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Hyderabad,3,"Prestige Beverly Hills, Kokapet, Outer Ring Road, Hyderabad",78000,2124 sqft,Flat,Semi-Furnished,East,,3,2,Bachelors/Family,Immediately
Hyderabad,3,"Aparna Sarovar Zicon, Nalagandla, Hyderabad",54000,1212 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Hyderabad,3,"Prestige Tranquil, Kokapet, Outer Ring Road, Hyderabad",80000,2048 sqft,Flat,Furnished,East,Main Road,3,1,Bachelors,Immediately
Hyderabad,3,"Rajapushpa Atria, Gachibowli, Hyderabad",70000,2490 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Hyderabad,2,"Boduppal, NH 2 2 Hyderabad",18000,2500 sqft,House,Unfurnished,,,2,1,Bachelors/Family,From Feb '26
Hyderabad,3,"Tellapur, Outer Ring Road Hyderabad",50000,2500 sqft,Villa,Semi-Furnished,,,4,,Bachelors/Family,Immediately
Hyderabad,3,"Ayyappa Society, Hyderabad",38000,2100 sqft,Flat,Unfurnished,North,,3,1,Bachelors/Family,Immediately
Hyderabad,4,"Kokapet, Outer Ring Road Hyderabad",2.9 Lac,5100 sqft,Villa,Semi-Furnished,East,Garden/Park,5,1,Bachelors,Immediately
Hyderabad,6,Gachibowli Hyderabad,2.2 Lac,5000 sqft,Villa,Semi-Furnished,North - East,Garden/Park,6,1,Family,Immediately
Hyderabad,3,"Sagar Padma, Bowenpally, Hyderabad",25000,1500 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Hyderabad,3,"My Home Tarkshya, Kokapet, Outer Ring Road, Hyderabad",63000,2235 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Hyderabad,3,"Chilcon Mayan, Manikonda Jagir, Hyderabad",45000,1700 sqft,Flat,Semi-Furnished,,,3,3,Bachelors/Family,Immediately
Hyderabad,4,"Moosapet, NH 9 Hyderabad",75000,2800 sqft,Villa,Semi-Furnished,West,"Garden/Park, Pool, Main Road",4,1,Bachelors/Family,Immediately
Hyderabad,1,"Royal Colony Humayun Nagar, Hyderabad",10000,750 sqft,Flat,Unfurnished,West,,1,,Family,Immediately
Hyderabad,3,"East Villa, Rajiv Gandhi Nagar Colony, Nizampet, Hyderabad",26000,1700 sqft,Flat,Furnished,East,Main Road,3,,Bachelors/Family,Immediately
Hyderabad,2,"Shamshabad, Hyderabad",17000,1700 sqft,Flat,Unfurnished,,,2,3,Bachelors/Family,Immediately
Hyderabad,3,"Auro The Regent, Kondapur, Hyderabad",55000,1686 sqft,Flat,Semi-Furnished,North,,3,1,Bachelors/Family,Immediately
Hyderabad,3,"Jayabheri The Nirvana, Gachibowli, Hyderabad",70000,2190 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Hyderabad,1,"Greenpark AVENUE, TURKAPALLI village, BOLARUM( Alwal) Hyderabad",7000,1100 sqft,House,Semi-Furnished,,,1,,Bachelors/Family,Immediately
Hyderabad,2,Vidya Nagar Colony Bandam Kommu Hyderabad,17000,1000 sqft,House,Furnished,,,2,,Bachelors/Family,Immediately
Hyderabad,1,"Hill Fort Road, Hyderabad",12500,800 sqft,Flat,Unfurnished,North - East,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,3,"SMR Vinay City, Rangapuram Miyapur, Hyderabad",50000,1495 sqft,Flat,Semi-Furnished,East,Garden/Park,2,3,Bachelors,Immediately
Hyderabad,2,"ASBL Springs, Pocharam, NH 2 2, Hyderabad",25000,1210 sqft,Flat,Semi-Furnished,East,,2,2,Bachelors,From Mar '26
Hyderabad,3,"Rajapushpa Provincia, Narsingi, Outer Ring Road, Hyderabad",70000,1660 sqft,Flat,Semi-Furnished,East,,3,2,Bachelors,Immediately
Hyderabad,2,"Gundlapochampally, Outer Ring Road, Hyderabad",22000,1362 sqft,Flat,Unfurnished,,,2,1,Bachelors/Family,Immediately
Hyderabad,1,"Ramky Towers Grandiose, P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road, Hyderabad",14000,710 sqft,Flat,Furnished,North - East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Hyderabad,3,"Whitefields, Hyderabad",42000,2000 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors,From Feb '26
Bangalore,4,"L&T Raintree Boulevard, Hebbal, Bangalore",1.1 Lac,1750 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",5,3,Bachelors/Family,Immediately
Bangalore,4,"Prestige White Meadows Villas, Whitefield, Bangalore",3.3 Lac,5000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",6,2,Bachelors/Family,Immediately
Bangalore,3,"Renaissance Temple Bells, Rajajinagar, Bangalore",55000,1500 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Bangalore,3,"Prestige Ferns Residency, Haralur, Bangalore",80000,1320 sqft,Flat,Furnished,North,"Garden/Park, Pool",3,2,Family,Immediately
Bangalore,4,"Prestige Shantiniketan, Whitefield, Bangalore",1.4 Lac,3122 sqft,Flat,Semi-Furnished,South - East,"Pool, Garden/Park, Main Road",5,4,Bachelors,Immediately
Bangalore,3,"Prestige Falcon City, Kanakapura Road, Bangalore",68000,1200 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Bangalore,5,"Mantri Espana, Bellandur, Outer Ring Road, Bangalore",1.7 Lac,3400 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",5,3,Bachelors/Family,Immediately
Bangalore,4,Haralur Main Road Bangalore,1.5 Lac,2300 sqft,Villa,Furnished,East,Garden/Park,4,2,Family,Immediately
Bangalore,2,"Mantri Serenity, Kanakapura Road, Bangalore",40000,1280 sqft,Flat,Semi-Furnished,South,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,"Mantri Serenity, Kanakapura Road, Bangalore",65000,1710 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,1,Bachelors,Immediately
Bangalore,4,"Richmond Town, Richmond Town, Bangalore",1.1 Lac,1850 sqft,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",4,3,Bachelors,Immediately
Bangalore,2,"Sparkle Marquise, Bannerghatta Main Road, Bangalore",57000,867 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,"Purva Palm Beach, Hennur Main Road, Bangalore",55000,1300 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,2,Family,Immediately
Bangalore,1,"Btm Layout, Bangalore",29998,599 sqft,Flat,Furnished,North - East,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,4,Whitefield Bangalore,70000,2800 sqft,Villa,Semi-Furnished,North,Main Road,4,2,Bachelors/Family,Immediately
Bangalore,3,"Hadosiddapura, Chikkakannalli Bangalore",1.1 Lac,2800 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,3,Bachelors/Family,Immediately
Bangalore,2,"Sobha Dream Gardens, Manayata Tech Park, Bangalore",37000,626 sqft,Flat,Unfurnished,,,2,2,Bachelors/Family,Immediately
Bangalore,3,"Godrej Park Retreat, Sarjapur Road, Bangalore",50000,868 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,4,"Phoenix One Bangalore West, 2nd Block Rajajinagar, Bangalore",2.5 Lac,2900 sqft,Flat,Furnished,North - East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,"Richmond Town, Richmond Town, Bangalore",1.2 Lac,2700 sqft,Flat,Semi-Furnished,,Garden/Park,4,5,Family,Immediately
Bangalore,4,"Prestige White Meadows Villas, Ambedkar Nagar Whitefield, Bangalore",2 Lac,3600 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Bangalore,2,"Concorde Auriga, Krishnarajapura, Bangalore",40890,1100 sqft,Flat,Semi-Furnished,North,,2,2,Bachelors/Family,Immediately
Bangalore,2,"Dwarakamai Olive, Hoodi, Hoodi, Bangalore",35000,1200 sqft,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,"Bhartiya City Leela Residences, Kannuru, Bangalore",2.5 Lac,1831 sqft,Flat,Furnished,West,Main Road,4,1,Bachelors/Family,Immediately
Bangalore,4,"Bellandur, Outer Ring Road Bangalore",2.7 Lac,3200 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",5,3,Bachelors/Family,Immediately
Bangalore,3,"Prestige Green Gables, Panathur, Bangalore",70000,1405 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,From Feb '26
Bangalore,4,Old Madras Road Bangalore,55000,3000 sqft,Villa,Semi-Furnished,East,,4,2,Bachelors/Family,Immediately
Bangalore,3,"Prestige Tranquility, Budigere, Bangalore",60000,1991 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,"Tranquil at Brigade Cornerstone Utopia, Varthur, Bangalore",65000,1034 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Bangalore,3,"Rohan Upavan, Kyalasanahalli, Bangalore",45000,980 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Bangalore,4,"Avalon Park At The Prestige City, Sarjapura, Bangalore",90000,1490 sqft,Flat,Semi-Furnished,East,Pool,4,2,Bachelors,Immediately
Bangalore,3,"Centreo by Prime One Corp And Enessen Estates, Vajarahalli, Vajarahalli, Bangalore",75000,1239 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,"Sanjayanagara, Bangalore",2.6 Lac,2600 sqft,Flat,Furnished,West,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,"Godrej 24, Sarjapur Road, Bangalore",45000,1120 sqft,Flat,Semi-Furnished,North - East,,3,,Bachelors/Family,Immediately
Bangalore,3,"South Ridge Luxury Apartments, Jakkur, Bangalore",44000,1655 sqft,Flat,Semi-Furnished,,,3,3,Bachelors/Family,Immediately
Bangalore,3,"Sobha Royal Pavilion, Hadosiddapura, Chikkakannalli, Bangalore",72000,1300 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,5,"Embassy Lake Terraces, Hebbal, Bangalore",5 Lac,8000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",5,3,Bachelors/Family,Immediately
